row_id,gap_family,candidate_status,substrate_name,substrate_smiles,substrate_inchikey,product_name,product_smiles,product_inchikey,reaction_category,reaction_type,macro_module,source_dataset,source_id,evidence_type,evidence_level,confidence_level,enzyme_name,microbe_or_strain,in_reactions_parquet,in_clean_candidates_full_positive,exact_holdout_pair,pubmed_spot_checked,pubchem_spot_checked_block1,validation_status,training_allowed_round2,recommended_next_action
round2_lignan_deglucosylation_0036,lignan_deglucosylation,already_in_clean_candidate_pool,daidzin,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O,KYQZWONCHDNPDP-QNDFHXLGSA-N,daidzein,C1=CC(=CC=C1C2=COC3=CC(=CC=C3C2=O)O)O,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,isoflavone_glycoside,deglycosylation (O-glucoside hydrolysis),carbohydrate_glycan,benchmark_ssrf_rclss_2026-05-22,PMID:11195098;DOI:10.1007/s002030000222,pure strain,4,high,beta-glucosidase,Escherichia coli HGH21; strain HGH6,True,True,False,False,True,spot_checked,False,use as coverage control; do not count as new gap fix
round2_lignan_deglucosylation_0037,lignan_deglucosylation,already_in_clean_candidate_pool,genistin,O=C1C(c2ccc(O)cc2)=COc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21,ZCOLJUOHXJRHDI-VVWFOWEGSA-N,genistein,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,TZBJGXHYKVUXJN-UHFFFAOYSA-N,isoflavone_glycoside,deglycosylation (O-glucoside hydrolysis),carbohydrate_glycan,benchmark_ssrf_rclss_2026-05-22,PMID:11195098;DOI:10.1007/s002030000222,pure strain,4,high,beta-glucosidase,Escherichia coli HGH21; strain HGH6,True,True,False,False,False,local_source_present_needs_external_check,False,use as coverage control; do not count as new gap fix
round2_lignan_deglucosylation_0038,lignan_deglucosylation,pipeline_recovery_candidate,2'-fucosyllactose,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@H](CO)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,SNFSYLYCDAVZGP-OLAZETNGSA-N,L-fucose,CC1C(C(C(C(O1)O)O)O)O,SHZGCJCMOBCMKK-DHVFOXMCSA-N,HMO,"deglycosylation (alpha-1,2-fucosidic hydrolysis)",carbohydrate_glycan,benchmark_ssrf_rclss_2026-05-22,PMID:27782805;DOI:10.1186/s12866-016-0867-4,pure strain + genome,4,high,alpha-L-fucosidase,Bifidobacterium longum subsp infantis; B. bifidum,True,False,False,False,False,local_source_present_needs_external_check,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_lignan_deglucosylation_0039,lignan_deglucosylation,pipeline_recovery_candidate,3'-sialyllactose,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)OC2C(C(OC(C2O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O,OIZGSVFYNBZVIK-FHHHURIISA-N,N-acetylneuraminic acid,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O,SQVRNKJHWKZAKO-LUWBGTNYSA-N,HMO,"deglycosylation (alpha-2,3-sialidic hydrolysis)",carbohydrate_glycan,benchmark_ssrf_rclss_2026-05-22,PMID:27782805;DOI:10.1186/s12866-016-0867-4,pure strain + genome,4,medium-high,sialidase (neuraminidase),Bifidobacterium longum subsp infantis; B. bifidum,True,False,False,False,False,local_source_present_needs_external_check,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_lignan_deglucosylation_0040,lignan_deglucosylation,already_in_clean_candidate_pool,lactose,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,GUBGYTABKSRVRQ-QKKXKWKRSA-N,D-galactose,C(C1C(C(C(C(O1)O)O)O)O)O,WQZGKKKJIJFFOK-SVZMEOIVSA-N,disaccharide,deglycosylation (beta-galactoside hydrolysis),carbohydrate_glycan,benchmark_ssrf_rclss_2026-05-22,PMID:19434405;DOI:10.1007/s00253-009-2009-5,pure strain + enzyme characterization,4,high,beta-galactosidase (Bbg),Bifidobacterium bifidum,True,True,False,False,False,local_source_present_needs_external_check,False,use as coverage control; do not count as new gap fix
round2_lignan_deglucosylation_0041,lignan_deglucosylation,pipeline_recovery_candidate,pinoresinol,COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)O)OC)O,HGXBRUKMWQGOIE-AFHBHXEDSA-N,lariciresinol,COC1=C(C=CC(=C1)C[C@H]2CO[C@@H]([C@H]2CO)C3=CC(=C(C=C3)O)OC)O,MHXCIKYXNYCMHY-AUSJPIAWSA-N,lignan,"Eggerthella benzyl ether reductase cleaves a benzylic ether bond, converting pinoresinol to lariciresinol in cooperative lignan bioactivation.",small_molecule_polyphenol,curated_literature_gap7_import_ready_v1,PMID:31686027;DOI:10.1038/s41564-019-0596-1,direct_enzyme_assay,4,direct_enzyme_assay,benzyl ether reductase (Ber),Eggerthella lenta (DSM 2243); Eggerthella lenta (SECO-Mt75m3),True,False,False,False,False,local_source_present_needs_external_check,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_lignan_deglucosylation_0042,lignan_deglucosylation,pipeline_recovery_candidate,lariciresinol,COC1=C(C=CC(=C1)C[C@H]2CO[C@@H]([C@H]2CO)C3=CC(=C(C=C3)O)OC)O,MHXCIKYXNYCMHY-AUSJPIAWSA-N,secoisolariciresinol,COC1=C(C=CC(=C1)C[C@@H](CO)[C@@H](CC2=CC(=C(C=C2)O)OC)CO)O,PUETUDUXMCLALY-HOTGVXAUSA-N,lignan,A second Ber-catalyzed reductive ether cleavage produces secoisolariciresinol from lariciresinol.,small_molecule_polyphenol,curated_literature_gap7_import_ready_v1,PMID:31686027;DOI:10.1038/s41564-019-0596-1,direct_enzyme_assay,4,direct_enzyme_assay,benzyl ether reductase (Ber),Eggerthella lenta (DSM 2243); Eggerthella lenta (SECO-Mt75m3),True,False,False,False,False,local_source_present_needs_external_check,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_lignan_deglucosylation_0043,lignan_deglucosylation,do_not_train_exact_holdout,enterodiol,C1=CC(=CC(=C1)O)C[C@@H](CO)[C@@H](CC2=CC(=CC=C2)O)CO,DWONJCNDULPHLV-HOTGVXAUSA-N,enterolactone,C1[C@H]([C@@H](C(=O)O1)CC2=CC(=CC=C2)O)CC3=CC(=CC=C3)O,HVDGDHBAMCBBLR-PBHICJAKSA-N,lignan,Enterodiol is oxidized and lactonized to enterolactone by specialized human fecal bacteria.,small_molecule_polyphenol,curated_literature_gap7_import_ready_v1,PMID:17196483;DOI:10.1016/j.syapm.2006.02.003,strain_fermentation,4,strain_fermentation,enterodiol lactonizing dehydrogenase (Edl),Lactonifactor longoviformis (DSM 17459); Clostridium saccharogumia (DSM 17460),True,False,True,True,True,spot_checked,False,replace with independent non-holdout examples
round2_lignan_deglucosylation_0044,lignan_deglucosylation,already_in_clean_candidate_pool,rutin,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,IKGXIBQEEMLURG-NVPNHPEKSA-N,quercetin,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,REFJWTPEDVJJIY-UHFFFAOYSA-N,flavonol_glycoside,deglycosylation (O-glycoside hydrolysis),carbohydrate_glycan,benchmark_ssrf_rclss_2026-05-22,PMID:9875509;DOI:10.1007/BF03216747,fecal isolates + enzyme assay,3,high,alpha-L-rhamnosidase + beta-glucosidase,human intestinal microflora (Bacteroides/Enterococcus/Lactobacillus producers),True,True,False,False,True,spot_checked,False,use as coverage control; do not count as new gap fix
round2_lignan_deglucosylation_0045,lignan_deglucosylation,already_in_clean_candidate_pool,naringin,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,DFPMSGMNTNDNHN-ZPHOTFPESA-N,naringenin,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,FTVWIRXFELQLPI-ZDUSSCGKSA-N,flavanone_glycoside,deglycosylation (rhamnoglucoside hydrolysis),carbohydrate_glycan,benchmark_ssrf_rclss_2026-05-22,PMID:38072776;DOI:10.1002/jsfa.13204,in vitro colonic fermentation,3,medium,alpha-rhamnosidase + beta-glucosidase,gut microbiota (Lactobacillus enriched),True,True,False,False,True,spot_checked,False,use as coverage control; do not count as new gap fix
round2_lignan_multistep_demethylation_dehydroxylation_0046,lignan_multistep_demethylation_dehydroxylation,do_not_train_exact_holdout,secoisolariciresinol,COC1=C(C=CC(=C1)CC(CO)C(CC2=CC(=C(C=C2)O)OC)CO)O,PUETUDUXMCLALY-HOTGVXAUSA-N,enterodiol,C1=CC(=CC(=C1)O)CC(CO)C(CC2=CC(=CC=C2)O)CO,DWONJCNDULPHLV-HOTGVXAUSA-N,polyphenol_lignan,demethylation + dehydroxylation (net),small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:19302311;DOI:10.1111/j.1365-2672.2009.04209.x,pure strain (in vitro),4,high,uncharacterized O-demethylase; dehydroxylase,Peptostreptococcus productus; Eubacterium limosum; Clostridium methoxybenzovorans; Eggerthella lenta,False,False,True,False,False,local_source_present_needs_external_check,False,replace with independent non-holdout examples
round2_lignan_multistep_demethylation_dehydroxylation_0047,lignan_multistep_demethylation_dehydroxylation,do_not_train_exact_holdout,enterodiol,C1=CC(=CC(=C1)O)CC(CO)C(CC2=CC(=CC=C2)O)CO,DWONJCNDULPHLV-HOTGVXAUSA-N,enterolactone,C1C(C(C(=O)O1)CC2=CC(=CC=C2)O)CC3=CC(=CC=C3)O,HVDGDHBAMCBBLR-PBHICJAKSA-N,polyphenol_lignan,oxidation / dehydrogenation (lactonization),small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:17196483;DOI:10.1016/j.syapm.2006.02.003,pure strain + gnotobiotic in vivo,4,high,enterodiol dehydrogenase (Lactonifactor),Lactonifactor longoviformis,True,False,True,True,True,spot_checked,False,replace with independent non-holdout examples
round2_lignan_multistep_demethylation_dehydroxylation_0048,lignan_multistep_demethylation_dehydroxylation,pipeline_recovery_candidate,lariciresinol,COC1=C(C=CC(=C1)C[C@H]2CO[C@@H]([C@H]2CO)C3=CC(=C(C=C3)O)OC)O,MHXCIKYXNYCMHY-AUSJPIAWSA-N,secoisolariciresinol,COC1=C(C=CC(=C1)C[C@@H](CO)[C@@H](CC2=CC(=C(C=C2)O)OC)CO)O,PUETUDUXMCLALY-HOTGVXAUSA-N,lignan,A second Ber-catalyzed reductive ether cleavage produces secoisolariciresinol from lariciresinol.,small_molecule_polyphenol,curated_literature_gap7_import_ready_v1,PMID:31686027;DOI:10.1038/s41564-019-0596-1,direct_enzyme_assay,4,direct_enzyme_assay,benzyl ether reductase (Ber),Eggerthella lenta (DSM 2243); Eggerthella lenta (SECO-Mt75m3),True,False,False,False,False,local_source_present_needs_external_check,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_lignan_multistep_demethylation_dehydroxylation_0049,lignan_multistep_demethylation_dehydroxylation,do_not_train_exact_holdout,enterodiol,C1=CC(=CC(=C1)O)C[C@@H](CO)[C@@H](CC2=CC(=CC=C2)O)CO,DWONJCNDULPHLV-HOTGVXAUSA-N,enterolactone,C1[C@H]([C@@H](C(=O)O1)CC2=CC(=CC=C2)O)CC3=CC(=CC=C3)O,HVDGDHBAMCBBLR-PBHICJAKSA-N,lignan,Enterodiol is oxidized and lactonized to enterolactone by specialized human fecal bacteria.,small_molecule_polyphenol,curated_literature_gap7_import_ready_v1,PMID:17196483;DOI:10.1016/j.syapm.2006.02.003,strain_fermentation,4,strain_fermentation,enterodiol lactonizing dehydrogenase (Edl),Lactonifactor longoviformis (DSM 17459); Clostridium saccharogumia (DSM 17460),True,False,True,True,True,spot_checked,False,replace with independent non-holdout examples
round2_lignan_multistep_demethylation_dehydroxylation_0050,lignan_multistep_demethylation_dehydroxylation,do_not_train_exact_holdout,ellagic acid,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,AFSDNFLWKVMVRB-UHFFFAOYSA-N,urolithin A,C1=CC2=C(C=C1O)C(=O)OC3=C2C=CC(=C3)O,RIUPLDUFZCXCHM-UHFFFAOYSA-N,polyphenol_ellagitannin,lactonization + sequential dehydroxylation,small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:24909569;DOI:10.1039/c4fo00092g,pure strain (partial) + in vitro,4,high,ellagic acid metabolizing cluster (uncharacterized),Gordonibacter urolithinfaciens; Gordonibacter pamelaeae; (community needed for final step),False,False,True,True,True,spot_checked,False,replace with independent non-holdout examples
round2_lignan_multistep_demethylation_dehydroxylation_0051,lignan_multistep_demethylation_dehydroxylation,pipeline_recovery_candidate,cholic acid,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,BHQCQFFYRZLCQQ-OELDTZBJSA-N,deoxycholic acid,CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,KXGVEGMKQFWNSR-LLQZFEROSA-N,primary_bile_acid,7-alpha-dehydroxylation (net),lipid_fat,benchmark_ssrf_rclss_2026-05-22,PMID:30589376;DOI:10.1080/19490976.2018.1549420,pure strain + gnotobiotic + NanoSIMS isotope,4,high,bai operon (baiCD baiE baiA baiH etc.),Clostridium scindens; Clostridium hylemonae; Extibacter muris,True,False,False,False,False,local_source_present_needs_external_check,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_lignan_multistep_demethylation_dehydroxylation_0052,lignan_multistep_demethylation_dehydroxylation,positive_pool_to_reactions_candidate,chenodeoxycholic acid,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(O)CC4C3(CCC(C4)O)C)C,RUDATBOHQWOJDD-BSWAIDMHSA-N,lithocholic acid,CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,SMEROWZSTRWXGI-HVATVPOCSA-N,primary_bile_acid,7-alpha-dehydroxylation (net),lipid_fat,benchmark_ssrf_rclss_2026-05-22,PMID:39090543;DOI:10.1186/s12866-024-03433-y,pure strain (CA-induced),4,high,bai operon (CA-induced),Clostridium scindens,False,False,False,False,False,local_source_present_needs_external_check,False,verify source and decide whether ltr_build filters should admit this reaction
round2_lignan_multistep_demethylation_dehydroxylation_0053,lignan_multistep_demethylation_dehydroxylation,pipeline_recovery_candidate,dopamine,C1=CC(=C(C=C1CCN)O)O,VYFYYTLLBUKUHU-UHFFFAOYSA-N,m-tyramine,C1=CC(=CC(=C1)O)CCN,GHFGJTVYMNRGBY-UHFFFAOYSA-N,catecholamine,dehydroxylation (catechol para-OH removal),small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:31196984;DOI:10.1126/science.aau6323,pure strain + enzyme,4,high,dopamine dehydroxylase (Dadh),Eggerthella lenta,True,False,False,False,False,local_source_present_needs_external_check,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_lignan_multistep_demethylation_dehydroxylation_0054,lignan_multistep_demethylation_dehydroxylation,positive_pool_to_reactions_candidate,1-(3 4-dihydroxyphenyl)-3-(2 4 6-trihydroxyphenyl)propan-2-ol,C1=CC(=C(C=C1CC(CC2=C(C=C(C=C2O)O)O)O)O)O,OFUFTNROAPAIQL-UHFFFAOYSA-N,5-(3 4-dihydroxyphenyl)-gamma-valerolactone,C1CC(=O)OC1CC2=CC(=C(C=C2)O)O,ZNXXWTPQHVLMQT-UHFFFAOYSA-N,flavan_3_ol,lactonization + dehydroxylation (net),small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:21457417;DOI:10.1111/j.1365-2672.2011.05025.x,pure strain,4,high,Flavonifractor plautii enzymes,Flavonifractor plautii aK2,False,False,False,True,False,spot_checked,False,verify source and decide whether ltr_build filters should admit this reaction
round2_lignan_multistep_demethylation_dehydroxylation_0055,lignan_multistep_demethylation_dehydroxylation,pipeline_recovery_candidate,isoxanthohumol,CC(=CCC1=C2C(=C(C=C1O)OC)C(=O)CC(O2)C3=CC=C(C=C3)O)C,YKGCBLWILMDSAV-UHFFFAOYSA-N,8-prenylnaringenin,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)CC(O2)C3=CC=C(C=C3)O)C,LPEPZZAVFJPLNZ-SFHVURJKSA-N,prenylflavonoid,demethylation (O-demethylation),small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:16076107;DOI:10.1021/jf0509714,pure strain (fecal + isolate),4,high,O-demethylase (acetogen),Eubacterium limosum,True,False,False,False,False,local_source_present_needs_external_check,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_lignan_multistep_demethylation_dehydroxylation_0056,lignan_multistep_demethylation_dehydroxylation,pipeline_recovery_candidate,cholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,BHQCQFFYRZLCQQ-OELDTZBJSA-N,3-oxocholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CCC(=O)C4)C)O)O)C,OEKUSRBIIZNLHZ-DJDNIQJZSA-N,bile_acid_3oxo,CA oxidation to 3-oxoCA expands the bile acid C3 redox map without invoking classical 7alpha-dehydroxylation.,lipid_fat,curated_literature_gap7_import_ready_v1,PMID:34463573;DOI:10.1128/mSystems.00805-21,strain_fermentation,4,strain_fermentation,3alpha-hydroxysteroid dehydrogenase (3alpha-HSDH),multiple dominant gut phyla isolates in Lucas et al.,True,False,False,False,False,local_source_present_needs_external_check,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_lignan_multistep_demethylation_dehydroxylation_0057,lignan_multistep_demethylation_dehydroxylation,pipeline_recovery_candidate,pinoresinol,COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)O)OC)O,HGXBRUKMWQGOIE-AFHBHXEDSA-N,lariciresinol,COC1=C(C=CC(=C1)C[C@H]2CO[C@@H]([C@H]2CO)C3=CC(=C(C=C3)O)OC)O,MHXCIKYXNYCMHY-AUSJPIAWSA-N,lignan,"Eggerthella benzyl ether reductase cleaves a benzylic ether bond, converting pinoresinol to lariciresinol in cooperative lignan bioactivation.",small_molecule_polyphenol,curated_literature_gap7_import_ready_v1,PMID:31686027;DOI:10.1038/s41564-019-0596-1,direct_enzyme_assay,4,direct_enzyme_assay,benzyl ether reductase (Ber),Eggerthella lenta (DSM 2243); Eggerthella lenta (SECO-Mt75m3),True,False,False,False,False,local_source_present_needs_external_check,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_lignan_oxidation_0058,lignan_oxidation,do_not_train_exact_holdout,secoisolariciresinol,COC1=C(C=CC(=C1)CC(CO)C(CC2=CC(=C(C=C2)O)OC)CO)O,PUETUDUXMCLALY-HOTGVXAUSA-N,enterodiol,C1=CC(=CC(=C1)O)CC(CO)C(CC2=CC(=CC=C2)O)CO,DWONJCNDULPHLV-HOTGVXAUSA-N,polyphenol_lignan,demethylation + dehydroxylation (net),small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:19302311;DOI:10.1111/j.1365-2672.2009.04209.x,pure strain (in vitro),4,high,uncharacterized O-demethylase; dehydroxylase,Peptostreptococcus productus; Eubacterium limosum; Clostridium methoxybenzovorans; Eggerthella lenta,False,False,True,False,False,local_source_present_needs_external_check,False,replace with independent non-holdout examples
round2_lignan_oxidation_0059,lignan_oxidation,do_not_train_exact_holdout,enterodiol,C1=CC(=CC(=C1)O)CC(CO)C(CC2=CC(=CC=C2)O)CO,DWONJCNDULPHLV-HOTGVXAUSA-N,enterolactone,C1C(C(C(=O)O1)CC2=CC(=CC=C2)O)CC3=CC(=CC=C3)O,HVDGDHBAMCBBLR-PBHICJAKSA-N,polyphenol_lignan,oxidation / dehydrogenation (lactonization),small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:17196483;DOI:10.1016/j.syapm.2006.02.003,pure strain + gnotobiotic in vivo,4,high,enterodiol dehydrogenase (Lactonifactor),Lactonifactor longoviformis,True,False,True,True,True,spot_checked,False,replace with independent non-holdout examples
round2_lignan_oxidation_0060,lignan_oxidation,do_not_train_exact_holdout,enterodiol,C1=CC(=CC(=C1)O)C[C@@H](CO)[C@@H](CC2=CC(=CC=C2)O)CO,DWONJCNDULPHLV-HOTGVXAUSA-N,enterolactone,C1[C@H]([C@@H](C(=O)O1)CC2=CC(=CC=C2)O)CC3=CC(=CC=C3)O,HVDGDHBAMCBBLR-PBHICJAKSA-N,lignan,Enterodiol is oxidized and lactonized to enterolactone by specialized human fecal bacteria.,small_molecule_polyphenol,curated_literature_gap7_import_ready_v1,PMID:17196483;DOI:10.1016/j.syapm.2006.02.003,strain_fermentation,4,strain_fermentation,enterodiol lactonizing dehydrogenase (Edl),Lactonifactor longoviformis (DSM 17459); Clostridium saccharogumia (DSM 17460),True,False,True,True,True,spot_checked,False,replace with independent non-holdout examples
round2_lignan_oxidation_0061,lignan_oxidation,do_not_train_exact_holdout,ellagic acid,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,AFSDNFLWKVMVRB-UHFFFAOYSA-N,urolithin A,C1=CC2=C(C=C1O)C(=O)OC3=C2C=CC(=C3)O,RIUPLDUFZCXCHM-UHFFFAOYSA-N,polyphenol_ellagitannin,lactonization + sequential dehydroxylation,small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:24909569;DOI:10.1039/c4fo00092g,pure strain (partial) + in vitro,4,high,ellagic acid metabolizing cluster (uncharacterized),Gordonibacter urolithinfaciens; Gordonibacter pamelaeae; (community needed for final step),False,False,True,True,True,spot_checked,False,replace with independent non-holdout examples
round2_lignan_oxidation_0062,lignan_oxidation,positive_pool_to_reactions_candidate,1-(3 4-dihydroxyphenyl)-3-(2 4 6-trihydroxyphenyl)propan-2-ol,C1=CC(=C(C=C1CC(CC2=C(C=C(C=C2O)O)O)O)O)O,OFUFTNROAPAIQL-UHFFFAOYSA-N,5-(3 4-dihydroxyphenyl)-gamma-valerolactone,C1CC(=O)OC1CC2=CC(=C(C=C2)O)O,ZNXXWTPQHVLMQT-UHFFFAOYSA-N,flavan_3_ol,lactonization + dehydroxylation (net),small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:21457417;DOI:10.1111/j.1365-2672.2011.05025.x,pure strain,4,high,Flavonifractor plautii enzymes,Flavonifractor plautii aK2,False,False,False,True,False,spot_checked,False,verify source and decide whether ltr_build filters should admit this reaction
round2_flavanol_ring_fission_0063,flavanol_ring_fission,pipeline_recovery_candidate,(-)-epicatechin,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,PFTAWBLQPZVEMU-UKRRQHHQSA-N,1-(3 4-dihydroxyphenyl)-3-(2 4 6-trihydroxyphenyl)propan-2-ol,C1=CC(=C(C=C1CC(CC2=C(C=C(C=C2O)O)O)O)O)O,OFUFTNROAPAIQL-UHFFFAOYSA-N,flavan_3_ol,C-ring reductive cleavage,small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:21457417;DOI:10.1111/j.1365-2672.2011.05025.x,pure strain,4,high,flavan-3-ol C-ring reductase,Eggerthella lenta rK3,True,False,False,True,False,spot_checked,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_flavanol_ring_fission_0064,flavanol_ring_fission,positive_pool_to_reactions_candidate,1-(3 4-dihydroxyphenyl)-3-(2 4 6-trihydroxyphenyl)propan-2-ol,C1=CC(=C(C=C1CC(CC2=C(C=C(C=C2O)O)O)O)O)O,OFUFTNROAPAIQL-UHFFFAOYSA-N,5-(3 4-dihydroxyphenyl)-gamma-valerolactone,C1CC(=O)OC1CC2=CC(=C(C=C2)O)O,ZNXXWTPQHVLMQT-UHFFFAOYSA-N,flavan_3_ol,lactonization + dehydroxylation (net),small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:21457417;DOI:10.1111/j.1365-2672.2011.05025.x,pure strain,4,high,Flavonifractor plautii enzymes,Flavonifractor plautii aK2,False,False,False,True,False,spot_checked,False,verify source and decide whether ltr_build filters should admit this reaction
round2_flavanone_ring_fission_0065,flavanone_ring_fission,pipeline_recovery_candidate,isoxanthohumol,CC(=CCC1=C2C(=C(C=C1O)OC)C(=O)CC(O2)C3=CC=C(C=C3)O)C,YKGCBLWILMDSAV-UHFFFAOYSA-N,8-prenylnaringenin,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)CC(O2)C3=CC=C(C=C3)O)C,LPEPZZAVFJPLNZ-SFHVURJKSA-N,prenylflavonoid,demethylation (O-demethylation),small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:16076107;DOI:10.1021/jf0509714,pure strain (fecal + isolate),4,high,O-demethylase (acetogen),Eubacterium limosum,True,False,False,False,False,local_source_present_needs_external_check,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_flavanone_ring_fission_0066,flavanone_ring_fission,already_in_clean_candidate_pool,naringin,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,DFPMSGMNTNDNHN-ZPHOTFPESA-N,naringenin,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,FTVWIRXFELQLPI-ZDUSSCGKSA-N,flavanone_glycoside,deglycosylation (rhamnoglucoside hydrolysis),carbohydrate_glycan,benchmark_ssrf_rclss_2026-05-22,PMID:38072776;DOI:10.1002/jsfa.13204,in vitro colonic fermentation,3,medium,alpha-rhamnosidase + beta-glucosidase,gut microbiota (Lactobacillus enriched),True,True,False,False,True,spot_checked,False,use as coverage control; do not count as new gap fix
round2_flavonol_ring_fission_0067,flavonol_ring_fission,do_not_train_exact_holdout,quercetin,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,REFJWTPEDVJJIY-UHFFFAOYSA-N,"3,4-dihydroxyphenylacetic acid (DOPAC)",C1=CC(=C(C=C1CC(=O)O)O)O,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,polyphenol_flavonol,C-ring fission (net),small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:11722907;DOI:10.1128/AEM.67.12.5558-5567.2001,pure strain resting cells + gnotobiotic in vivo,4,high,quercetin reductase + chalcone-isomerase-like + C-ring cleaving enzyme,Eubacterium ramulus,False,False,True,True,True,spot_checked,False,replace with independent non-holdout examples
