row_id,gap_family,candidate_status,module,substrate_name,product_name,sb,pb,in_reactions_parquet,reaction_tiers,selected_by_clean_builder,target_in_clean_positive,same_substrate_in_clean_candidates_full,clean_positive_products_for_substrate,truth_products_for_substrate,fullrule_pair_status,fullrule_pair_hit,fullrule_same_substrate_hits,exact_holdout_pair,source_id,validation_status_round2,route_loss_stage,recommended_fix
round2_flavanone_ring_fission_0066,flavanone_ring_fission,already_in_clean_candidate_pool,B,naringin,naringenin,DFPMSGMNTNDNHN,FTVWIRXFELQLPI,True,gold,True,True,True,1,1,pair_hit,1,1,False,PMID:38072776;DOI:10.1002/jsfa.13204,spot_checked,already_reaches_clean_candidates,Use as a coverage control; this row is not the current production blocker.
round2_flavonol_ring_fission_0067,flavonol_ring_fission,do_not_train_exact_holdout,A,quercetin,"3,4-dihydroxyphenylacetic acid (DOPAC)",REFJWTPEDVJJIY,CFFZDZCDUFSOFZ,False,,True,False,True,1,4,pair_not_in_fullrule_audit,,1,True,PMID:11722907;DOI:10.1128/AEM.67.12.5558-5567.2001,spot_checked,holdout_leakage_guard,Keep as evaluation/diagnosis only; replace with independent non-holdout cases before training.
round2_flavonol_ring_fission_0068,flavonol_ring_fission,pipeline_recovery_candidate,A,quercetin,taxifolin,REFJWTPEDVJJIY,CXQWRCVTCMQVQX,True,gold,True,False,True,1,4,pair_hit,1,1,False,PMID:11722907;DOI:10.1128/AEM.67.12.5558-5567.2001,spot_checked,generated_in_audit_but_missing_from_clean,"Inspect canonicalization, clean_candidates_full generation parameters, duplicate handling, and post-generation filtering."
round2_flavonol_ring_fission_0069,flavonol_ring_fission,pipeline_recovery_candidate,A,taxifolin,alphitonin,CXQWRCVTCMQVQX,VCLACNNZBMRRES,True,gold,True,False,False,0,2,pair_miss,0,0,False,PMID:11722907;DOI:10.1128/AEM.67.12.5558-5567.2001,spot_checked,generation_miss_drops_substrate,Candidate-generation rules do not generate this true product; add or import evidence-backed reaction rules before retraining.
round2_flavonol_ring_fission_0070,flavonol_ring_fission,positive_pool_to_reactions_candidate,A,alphitonin,"3,4-dihydroxyphenylacetic acid + phloroglucinol carboxylic acid",VCLACNNZBMRRES,CFFZDZCDUFSOFZ,False,,False,False,False,0,0,pair_not_in_fullrule_audit,,0,False,PMID:11722907;DOI:10.1128/AEM.67.12.5558-5567.2001,spot_checked,positive_pool_to_reactions_filter,"Inspect ltr_build.py filters: single-step, structure_parseable, module mapping, canonicalization, and tier assignment."
round2_flavonol_ring_fission_0071,flavonol_ring_fission,pipeline_recovery_candidate,A,phloroglucinol carboxylic acid,phloroglucinol,IBHWREHFNDMRPR,QCDYQQDYXPDABM,True,gold,True,False,False,0,1,pair_hit,1,1,False,PMID:11722907;DOI:10.1128/AEM.67.12.5558-5567.2001,spot_checked,selected_substrate_missing_from_clean_output,Run a targeted generation trace; selected substrate has evidence but no clean output row.
round2_flavonol_ring_fission_0072,flavonol_ring_fission,already_in_clean_candidate_pool,B,rutin,quercetin,IKGXIBQEEMLURG,REFJWTPEDVJJIY,True,gold,True,True,True,1,1,pair_not_in_fullrule_audit,,0,False,PMID:9875509;DOI:10.1007/BF03216747,spot_checked,already_reaches_clean_candidates,Use as a coverage control; this row is not the current production blocker.
round2_ellagitannin_hydrolysis_0073,ellagitannin_hydrolysis,do_not_train_exact_holdout,A,ellagic acid,urolithin A,AFSDNFLWKVMVRB,RIUPLDUFZCXCHM,False,,True,False,False,0,1,pair_not_in_fullrule_audit,,0,True,PMID:24909569;DOI:10.1039/c4fo00092g,spot_checked,holdout_leakage_guard,Keep as evaluation/diagnosis only; replace with independent non-holdout cases before training.
round2_ellagitannin_hydrolysis_0074,ellagitannin_hydrolysis,pipeline_recovery_candidate,A,ellagic acid,urolithin M5,AFSDNFLWKVMVRB,ZELMDXUEWHBWPN,True,gold,True,False,False,0,1,pair_not_in_fullrule_audit,,0,False,PMID:24909569;DOI:10.1039/c4fo00092g,spot_checked,no_true_product_generated_for_substrate,"No true products are generated for the selected substrate, so clean candidate generation drops the substrate."
round2_ellagitannin_hydrolysis_0075,ellagitannin_hydrolysis,positive_pool_to_reactions_candidate,A,ellagic acid,urolithin B,AFSDNFLWKVMVRB,WXUQMTRHPNOXBV,False,,True,False,False,0,1,pair_not_in_fullrule_audit,,0,False,PMID:24909569;DOI:10.1039/c4fo00092g,spot_checked,positive_pool_to_reactions_filter,"Inspect ltr_build.py filters: single-step, structure_parseable, module mapping, canonicalization, and tier assignment."
