module,macro_module,reaction_category,reaction_type,family_key,raw_pair_count,reactions_pair_count,clean_full_positive_count,clean_positive_count,fullrule_seen_count,fullrule_hit_count,high_evidence_pair_count,manual_literature_pair_count,raw_to_reactions_retention,reactions_to_clean_full_retention,reactions_to_clean_retention,fullrule_generation_recall_seen,missing_from_clean_full,round4_recommended_action
A,small_molecule_polyphenol,Cell wall biosynthesis,UDP-N-acetylmuramoyl-L-alanine synthetase,small_molecule_polyphenol :: Cell wall biosynthesis :: UDP-N-acetylmuramoyl-L-alanine synthetase,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Cell wall biosynthesis,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,small_molecule_polyphenol :: Cell wall biosynthesis :: UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Cell wall biosynthesis,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase","small_molecule_polyphenol :: Cell wall biosynthesis :: UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Cell wall biosynthesis,phospho-N-acetylmuramoyl-pentapeptide-transferase (gamma-glutamate),small_molecule_polyphenol :: Cell wall biosynthesis :: phospho-N-acetylmuramoyl-pentapeptide-transferase (gamma-glutamate),2,2,0,1,0,0,0,0,1.0,0.0,0.5,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Cell wall biosynthesis,phosphoglucosamine mutase,small_molecule_polyphenol :: Cell wall biosynthesis :: phosphoglucosamine mutase,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Chloroalkane and chloroalkene degradation,3-oxopropanoate synthase,small_molecule_polyphenol :: Chloroalkane and chloroalkene degradation :: 3-oxopropanoate synthase,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Chlorocyclohexane and chlorobenzene degradation,"(2R)-2-chloro-2,5-dihydro-5-oxofuran-2-acetate lyase (ring-opening)","small_molecule_polyphenol :: Chlorocyclohexane and chlorobenzene degradation :: (2R)-2-chloro-2,5-dihydro-5-oxofuran-2-acetate lyase (ring-opening)",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Chlorocyclohexane and chlorobenzene degradation,"2-chloro-2,5-dihydro-5-oxofuran-2-acetate lyase (decyclizing)","small_molecule_polyphenol :: Chlorocyclohexane and chlorobenzene degradation :: 2-chloro-2,5-dihydro-5-oxofuran-2-acetate lyase (decyclizing)",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Chlorocyclohexane and chlorobenzene degradation,"3-chlorocatechol:oxygen 1,2-oxidoreductase (decyclizing)","small_molecule_polyphenol :: Chlorocyclohexane and chlorobenzene degradation :: 3-chlorocatechol:oxygen 1,2-oxidoreductase (decyclizing)",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Citric acid cycle,2-oxoglutarate dehydrogenase,small_molecule_polyphenol :: Citric acid cycle :: 2-oxoglutarate dehydrogenase,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Citric acid cycle,Citrate Lyase,small_molecule_polyphenol :: Citric acid cycle :: Citrate Lyase,2,2,0,1,0,0,0,0,1.0,0.0,0.5,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Citric acid cycle,Fumarase,small_molecule_polyphenol :: Citric acid cycle :: Fumarase,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Citric acid cycle,"Fumarase, Mitochondrial","small_molecule_polyphenol :: Citric acid cycle :: Fumarase, Mitochondrial",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Citric acid cycle,Fumarate reductase,small_molecule_polyphenol :: Citric acid cycle :: Fumarate reductase,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Citric acid cycle,Isocitrate lyase,small_molecule_polyphenol :: Citric acid cycle :: Isocitrate lyase,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Citric acid cycle,"Oxaloacetate synthase, reversible","small_molecule_polyphenol :: Citric acid cycle :: Oxaloacetate synthase, reversible",2,2,0,1,0,0,0,0,1.0,0.0,0.5,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Citric acid cycle,Pyruvate carboxylase,small_molecule_polyphenol :: Citric acid cycle :: Pyruvate carboxylase,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Citric acid cycle,Succinate- Coenzyme A Ligase (ADP-Forming),small_molecule_polyphenol :: Citric acid cycle :: Succinate- Coenzyme A Ligase (ADP-Forming),2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Citric acid cycle,"aconitase (half-reaction B, Isocitrate hydro-lyase)","small_molecule_polyphenol :: Citric acid cycle :: aconitase (half-reaction B, Isocitrate hydro-lyase)",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Citric acid cycle,isocitrate dehydrogenase (NADP),small_molecule_polyphenol :: Citric acid cycle :: isocitrate dehydrogenase (NADP),2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Citric acid cycle,isocitrate dehydrogenase NAD,small_molecule_polyphenol :: Citric acid cycle :: isocitrate dehydrogenase NAD,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Citric acid cycle,succinyl-CoA synthetase (ADP-forming),small_molecule_polyphenol :: Citric acid cycle :: succinyl-CoA synthetase (ADP-forming),2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,CoA synthesis,2 dehydropantoate formaldehyde lyase 3 methyl 2 oxobutanoate forming,small_molecule_polyphenol :: CoA synthesis :: 2 dehydropantoate formaldehyde lyase 3 methyl 2 oxobutanoate forming,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,CoA synthesis,Dephospho Coenzyme A Nucleotidohydrolase,small_molecule_polyphenol :: CoA synthesis :: Dephospho Coenzyme A Nucleotidohydrolase,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Cyanoamino acid metabolism,(Z)-phenylacetaldehyde-oxime hydro-lyase,small_molecule_polyphenol :: Cyanoamino acid metabolism :: (Z)-phenylacetaldehyde-oxime hydro-lyase,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Cytochrome metabolism,4-Nitrophenol Sulfotransferase,small_molecule_polyphenol :: Cytochrome metabolism :: 4-Nitrophenol Sulfotransferase,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Dioxin degradation,"Biphenyl-2,3-diol:oxygen 1,2-oxidoreductase (decyclizing)","small_molecule_polyphenol :: Dioxin degradation :: Biphenyl-2,3-diol:oxygen 1,2-oxidoreductase (decyclizing)",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Dioxin degradation,"biphenyl,NADH:oxygen oxidoreductase (2,3-hydroxylating)","small_molecule_polyphenol :: Dioxin degradation :: biphenyl,NADH:oxygen oxidoreductase (2,3-hydroxylating)",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Diterpenoid biosynthesis,"(Gibberellin-20),2-oxoglutarate:oxygen oxidoreductase (3beta-hydroxylating)","small_molecule_polyphenol :: Diterpenoid biosynthesis :: (Gibberellin-20),2-oxoglutarate:oxygen oxidoreductase (3beta-hydroxylating)",2,2,0,0,1,1,0,0,1.0,0.0,0.0,1.0,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Drug metabolism,Clonazepam Microbiota nitroreduction,small_molecule_polyphenol :: Drug metabolism :: Clonazepam Microbiota nitroreduction,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Drug metabolism,"Clonazepam Microbiota nitroreduction, periplasmatic","small_molecule_polyphenol :: Drug metabolism :: Clonazepam Microbiota nitroreduction, periplasmatic",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Drug metabolism,"Dihydrouracil Dehydrogenase (NADP) (5,6-dihydro-fluorouracil)","small_molecule_polyphenol :: Drug metabolism :: Dihydrouracil Dehydrogenase (NADP) (5,6-dihydro-fluorouracil)",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Drug metabolism,"Dihydrouracil Dehydrogenase (NADP) (5,6-dihydro-fluorouracil), periplasmatic","small_molecule_polyphenol :: Drug metabolism :: Dihydrouracil Dehydrogenase (NADP) (5,6-dihydro-fluorouracil), periplasmatic",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Drug metabolism,Nitrazepam Microbiota nitroreduction,small_molecule_polyphenol :: Drug metabolism :: Nitrazepam Microbiota nitroreduction,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Drug metabolism,"Nitrazepam Microbiota nitroreduction, periplasmatic","small_molecule_polyphenol :: Drug metabolism :: Nitrazepam Microbiota nitroreduction, periplasmatic",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Drug metabolism,Olsalazine Microbiota azo-reduction (NAD),small_molecule_polyphenol :: Drug metabolism :: Olsalazine Microbiota azo-reduction (NAD),2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Drug metabolism,Olsalazine Microbiota azo-reduction (NADP),small_molecule_polyphenol :: Drug metabolism :: Olsalazine Microbiota azo-reduction (NADP),2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Drug metabolism,Pyrimidine-Nucleoside Phosphorylase (Brivudine),small_molecule_polyphenol :: Drug metabolism :: Pyrimidine-Nucleoside Phosphorylase (Brivudine),2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Drug metabolism,Pyrimidine-Nucleoside Phosphorylase (Sorivudine),small_molecule_polyphenol :: Drug metabolism :: Pyrimidine-Nucleoside Phosphorylase (Sorivudine),2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Drug metabolism,"Selenate reductase (Menaquinol), periplasmatic","small_molecule_polyphenol :: Drug metabolism :: Selenate reductase (Menaquinol), periplasmatic",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Drug metabolism,TMACMPhr,small_molecule_polyphenol :: Drug metabolism :: TMACMPhr,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Drug metabolism,conjugation of cyclosporine with sulphate for excretion in hepatocytes,small_molecule_polyphenol :: Drug metabolism :: conjugation of cyclosporine with sulphate for excretion in hepatocytes,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Drug metabolism,conjugation of oxypurinol to oxypurinol-1-riboside,small_molecule_polyphenol :: Drug metabolism :: conjugation of oxypurinol to oxypurinol-1-riboside,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Drug metabolism,conjugation of oxypurinol to oxypurinol-7-riboside,small_molecule_polyphenol :: Drug metabolism :: conjugation of oxypurinol to oxypurinol-7-riboside,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Drug metabolism,conversion of 4-hydroxy-atorvastatin-lactone to its acid form in hepatocytes,small_molecule_polyphenol :: Drug metabolism :: conversion of 4-hydroxy-atorvastatin-lactone to its acid form in hepatocytes,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Drug metabolism,hydroxylation of lovastatin-hydroxyacid form to 6-beta-hydroxy-lovastatin-acid form,small_molecule_polyphenol :: Drug metabolism :: hydroxylation of lovastatin-hydroxyacid form to 6-beta-hydroxy-lovastatin-acid form,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Drug metabolism,sulphation of acetaminophen in hepatocytes,small_molecule_polyphenol :: Drug metabolism :: sulphation of acetaminophen in hepatocytes,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,"(5Z, 13E)- (15S)-9Alpha, 11Alpha, 15-Trihydroxyprosta-5, 13-Dienoate:NADP+ 11-Oxidoreductase","small_molecule_polyphenol :: Eicosanoid metabolism :: (5Z, 13E)- (15S)-9Alpha, 11Alpha, 15-Trihydroxyprosta-5, 13-Dienoate:NADP+ 11-Oxidoreductase",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,Alcohol Dehydrogenase,small_molecule_polyphenol :: Eicosanoid metabolism :: Alcohol Dehydrogenase,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,Arachidonate 15-Lipoxygenase,small_molecule_polyphenol :: Eicosanoid metabolism :: Arachidonate 15-Lipoxygenase,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,Formation of Thromboxane B2,small_molecule_polyphenol :: Eicosanoid metabolism :: Formation of Thromboxane B2,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,HMR_1315,small_molecule_polyphenol :: Eicosanoid metabolism :: HMR_1315,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,HMR_1317,small_molecule_polyphenol :: Eicosanoid metabolism :: HMR_1317,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,HMR_1319,small_molecule_polyphenol :: Eicosanoid metabolism :: HMR_1319,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,HMR_1320,small_molecule_polyphenol :: Eicosanoid metabolism :: HMR_1320,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,HMR_1332,small_molecule_polyphenol :: Eicosanoid metabolism :: HMR_1332,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,HMR_1373,small_molecule_polyphenol :: Eicosanoid metabolism :: HMR_1373,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,HMR_1383,small_molecule_polyphenol :: Eicosanoid metabolism :: HMR_1383,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,Leukotriene-A4 Hydrolase,small_molecule_polyphenol :: Eicosanoid metabolism :: Leukotriene-A4 Hydrolase,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE2070C,small_molecule_polyphenol :: Eicosanoid metabolism :: RE2070C,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE2079R,small_molecule_polyphenol :: Eicosanoid metabolism :: RE2079R,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE2080C,small_molecule_polyphenol :: Eicosanoid metabolism :: RE2080C,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE3016R,small_molecule_polyphenol :: Eicosanoid metabolism :: RE3016R,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE3017R,small_molecule_polyphenol :: Eicosanoid metabolism :: RE3017R,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE3021C,small_molecule_polyphenol :: Eicosanoid metabolism :: RE3021C,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE3022C,small_molecule_polyphenol :: Eicosanoid metabolism :: RE3022C,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE3421M,small_molecule_polyphenol :: Eicosanoid metabolism :: RE3421M,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE3421R,small_molecule_polyphenol :: Eicosanoid metabolism :: RE3421R,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE3422C,small_molecule_polyphenol :: Eicosanoid metabolism :: RE3422C,2,2,0,1,0,0,0,0,1.0,0.0,0.5,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE3423C,small_molecule_polyphenol :: Eicosanoid metabolism :: RE3423C,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE3430C,small_molecule_polyphenol :: Eicosanoid metabolism :: RE3430C,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE3430M,small_molecule_polyphenol :: Eicosanoid metabolism :: RE3430M,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE3430X,small_molecule_polyphenol :: Eicosanoid metabolism :: RE3430X,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE3431C,small_molecule_polyphenol :: Eicosanoid metabolism :: RE3431C,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE3437C,small_molecule_polyphenol :: Eicosanoid metabolism :: RE3437C,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE3486C,small_molecule_polyphenol :: Eicosanoid metabolism :: RE3486C,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE3490C,small_molecule_polyphenol :: Eicosanoid metabolism :: RE3490C,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE3492C,small_molecule_polyphenol :: Eicosanoid metabolism :: RE3492C,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE3499C,small_molecule_polyphenol :: Eicosanoid metabolism :: RE3499C,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE3524R,small_molecule_polyphenol :: Eicosanoid metabolism :: RE3524R,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE3535R,small_molecule_polyphenol :: Eicosanoid metabolism :: RE3535R,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE3568C,small_molecule_polyphenol :: Eicosanoid metabolism :: RE3568C,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,RE3570C,small_molecule_polyphenol :: Eicosanoid metabolism :: RE3570C,2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Eicosanoid metabolism,Unspecific Monooxygenase,small_molecule_polyphenol :: Eicosanoid metabolism :: Unspecific Monooxygenase,2,2,0,1,0,0,0,0,1.0,0.0,0.5,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,Energy metabolism,Cytochrome c nitrite reductase,small_molecule_polyphenol :: Energy metabolism :: Cytochrome c nitrite reductase,2,2,0,0,1,0,0,0,1.0,0.0,0.0,0.0,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,"Flavonoid, isoflavonoid, and polyphenol metabolism",(-)-trans-Carveol:NADP+ oxidoreductase,"small_molecule_polyphenol :: Flavonoid, isoflavonoid, and polyphenol metabolism :: (-)-trans-Carveol:NADP+ oxidoreductase",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,"Flavonoid, isoflavonoid, and polyphenol metabolism",(R)-(+)-Citronellal:NAD+ Oxidoreductase,"small_molecule_polyphenol :: Flavonoid, isoflavonoid, and polyphenol metabolism :: (R)-(+)-Citronellal:NAD+ Oxidoreductase",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,"Flavonoid, isoflavonoid, and polyphenol metabolism",(S)-(-)-Citronellal:NAD+ Oxidoreductase,"small_molecule_polyphenol :: Flavonoid, isoflavonoid, and polyphenol metabolism :: (S)-(-)-Citronellal:NAD+ Oxidoreductase",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,"Flavonoid, isoflavonoid, and polyphenol metabolism","2,7,4-trihydroxyisoflavanone hydro-lyase (daidzein-forming)","small_molecule_polyphenol :: Flavonoid, isoflavonoid, and polyphenol metabolism :: 2,7,4-trihydroxyisoflavanone hydro-lyase (daidzein-forming)",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,"Flavonoid, isoflavonoid, and polyphenol metabolism","2,7-dihydroxy-4-methoxyisoflavanone hydro-lyase","small_molecule_polyphenol :: Flavonoid, isoflavonoid, and polyphenol metabolism :: 2,7-dihydroxy-4-methoxyisoflavanone hydro-lyase",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,"Flavonoid, isoflavonoid, and polyphenol metabolism","2-hydroxy-2,3-dihydrodaidzein:NADP+ 2-oxidoreductase","small_molecule_polyphenol :: Flavonoid, isoflavonoid, and polyphenol metabolism :: 2-hydroxy-2,3-dihydrodaidzein:NADP+ 2-oxidoreductase",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,"Flavonoid, isoflavonoid, and polyphenol metabolism","2-hydroxy-2,3-dihydrogenistein hydro-lyase (genistein-forming)","small_molecule_polyphenol :: Flavonoid, isoflavonoid, and polyphenol metabolism :: 2-hydroxy-2,3-dihydrogenistein hydro-lyase (genistein-forming)",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,"Flavonoid, isoflavonoid, and polyphenol metabolism","3-Methylcatechol:oxygen 2,3-oxidoreductase(decyclizing)","small_molecule_polyphenol :: Flavonoid, isoflavonoid, and polyphenol metabolism :: 3-Methylcatechol:oxygen 2,3-oxidoreductase(decyclizing)",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,"Flavonoid, isoflavonoid, and polyphenol metabolism","4-Methylcatechol:oxygen 1,2-oxidoreductase(decyclizing)","small_molecule_polyphenol :: Flavonoid, isoflavonoid, and polyphenol metabolism :: 4-Methylcatechol:oxygen 1,2-oxidoreductase(decyclizing)",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,"Flavonoid, isoflavonoid, and polyphenol metabolism","4-Methylcatechol:oxygen 2,3-oxidoreductase(decyclizing)","small_molecule_polyphenol :: Flavonoid, isoflavonoid, and polyphenol metabolism :: 4-Methylcatechol:oxygen 2,3-oxidoreductase(decyclizing)",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,"Flavonoid, isoflavonoid, and polyphenol metabolism",Deoxylimonate A-ring-lactonohydrolase,"small_molecule_polyphenol :: Flavonoid, isoflavonoid, and polyphenol metabolism :: Deoxylimonate A-ring-lactonohydrolase",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
A,small_molecule_polyphenol,"Flavonoid, isoflavonoid, and polyphenol metabolism",Kievitone-hydrate hydro-lyase,"small_molecule_polyphenol :: Flavonoid, isoflavonoid, and polyphenol metabolism :: Kievitone-hydrate hydro-lyase",2,2,0,0,0,0,0,0,1.0,0.0,0.0,,2,add_or_import_family_rules_before_retraining
